r,1408,
w,16780480,2554190086
w,171969728,3793111799
w,394267840,4279477348
w,415239360,412364703
r,171969728,
r,394267840,
r,16780480,
w,239075712,3333166663
w,184549760,3164661515
w,12583296,2516764240
w,113246592,744222641
r,184549760,
r,12583296,
r,239075712,
w,92281600,50500937
w,239082240,2867345955
w,490740480,63643570
w,532683520,2798862901
r,239082240,
r,490740480,
r,92281600,
w,113247616,2873324562
w,218105216,153053028
w,1408,3927022696
w,213910912,252619751
r,218105216,
r,1408,
r,113247616,
w,390074560,2517720639
w,130027712,98522066
w,306188480,1371303825
w,411046080,2609384165
r,130027712,
r,306188480,
r,390074560,
w,67115584,2030732707
w,239082048,1438536397
w,159390272,2071601043
w,297802304,559230004
r,239082048,
r,159390272,
r,67115584,
w,448791296,2104925641
w,520094464,1880501709
w,335545088,1763536993
w,171967232,2536234176
r,520094464,
r,335545088,
r,448791296,
w,436215488,3340182038
w,88088256,3552377907
w,524295872,132499532
w,473964224,31172229
r,88088256,
r,524295872,
r,436215488,
w,155189824,4025948171
w,465568320,686934497
w,507511360,1935694467
w,486539840,2056645816
r,465568320,
r,507511360,
r,155189824,
w,226493568,818082265
w,88081536,952993910
w,377488512,3018940368
w,394265728,340076550
r,88081536,
r,377488512,
r,226493568,
w,494934592,3946617100
w,331356736,1400416021
w,322968128,1050733089
w,444602944,4201554388
r,331356736,
r,322968128,
r,494934592,
w,92281920,2144551527
w,167779392,843352804
w,130030656,453031200
w,54533184,1543094000
r,167779392,
r,130030656,
r,92281920,
w,314575360,4110826402
w,494930432,1870637890
w,184551936,2761923897
w,180357632,2038269942
r,494930432,
r,184551936,
r,314575360,
w,406850240,3449401836
w,142609088,620966428
w,218106560,1052589160
w,58723008,94837163
r,142609088,
r,218106560,
r,406850240,
w,197140224,340503348
w,520101632,468905659
w,213917440,2473030801
w,486547200,2282183841
r,520101632,
r,213917440,
r,197140224,
w,188745472,270482125
w,62916352,641457147
w,532678400,813269377
w,100665088,2833394533
r,62916352,
r,532678400,
r,188745472,
w,150998336,1552414914
w,411045184,3280643759
w,293604672,390982382
w,293604672,812337550
r,411045184,
r,293604672,
r,150998336,
w,54531712,2435064519
w,524293760,1699854915
w,406853248,2397151538
w,394270336,4253243626
r,524293760,
r,406853248,
r,54531712,
w,432018432,4016529410
w,457184256,2902315449
w,163582976,325063060
w,532681728,1865708975
r,457184256,
r,163582976,
r,432018432,
w,20975488,176822150
w,213913472,1158579690
w,188747648,2449569204
w,176164736,1447348511
r,213913472,
r,188747648,
r,20975488,
w,444601600,3589764246
w,171971840,1796266501
w,473961728,3809983105
w,314578176,161413874
r,171971840,
r,473961728,
r,444601600,
w,41950080,2243493067
w,134224768,325061924
w,67115904,3914186986
w,243276672,1423139112
r,134224768,
r,67115904,
r,41950080,
w,125833024,206446526
w,155193152,124233043
w,138415936,2311525617
w,503320384,1443089464
r,155193152,
r,138415936,
r,125833024,
w,432016512,3091248444
w,113249408,903210031
w,260050048,3443216271
w,142609536,3330739703
r,113249408,
r,260050048,
r,432016512,
w,289409920,2378088270
w,511708032,1097264100
w,301992832,2374975700
w,230689664,3294861144
r,511708032,
r,301992832,
r,289409920,
w,373295552,781961566
w,478153152,2868161643
w,494930368,2908633478
w,520096192,1369050032
r,478153152,
r,494930368,
r,373295552,
w,503320000,2066078705
w,222301632,2519316278
w,373296576,118736462
w,109055424,864876558
r,222301632,
r,373296576,
r,503320000,
w,373298176,3369710259
w,318772224,4108054413
w,469767168,3976031715
w,406852608,4269441695
r,318772224,
r,469767168,
r,373298176,
w,50337280,3064345184
w,369104384,716753831
w,482350592,3008176293
w,75503104,4158228310
r,369104384,
r,482350592,
r,50337280,
w,33554880,836573162
w,230687168,1646892329
w,473956800,1952402977
w,469762496,2494542113
r,230687168,
r,473956800,
r,33554880,
w,515903424,416250063
w,125833152,198967339
w,247467968,1107742771
w,306188224,1738100679
r,125833152,
r,247467968,
r,515903424,
w,511712768,277647457
w,92282368,764694066
w,188751360,2366914970
w,37756416,1969776061
r,92282368,
r,188751360,
r,511712768,
w,310386112,1729157043
w,176168384,2069114616
w,16784832,3485512016
w,125836736,1101517067
r,176168384,
r,16784832,
r,310386112,
w,50337472,3291518981
w,411047616,408408765
w,285218496,3947727801
w,331355840,3635628457
r,411047616,
r,285218496,
r,50337472,
w,54532416,938584561
w,255859008,3210950148
w,67115328,193700377
w,83892544,368148701
r,255859008,
r,67115328,
r,54532416,
w,369102720,1027531353
w,343936896,2661586394
w,415240064,701275744
w,3968,2059948914
r,343936896,
r,415240064,
r,369102720,
w,314573184,164217107
w,415236480,117914840
w,436208000,414670687
w,138412416,1556439682
r,415236480,
r,436208000,
r,314573184,
w,423631232,2362304703
w,331356544,1540643985
w,226498944,2031866061
w,339745152,66691409
r,331356544,
r,226498944,
r,423631232,
w,125833856,2816912328
w,184554112,15619332
w,385880704,3530778582
w,205525632,2230330322
r,184554112,
r,385880704,
r,125833856,
w,92281984,2551904841
w,293608576,3876091196
w,247471232,747624392
w,125836416,2226833825
r,293608576,
r,247471232,
r,92281984,
w,100666496,4033544609
w,381684864,2787013506
w,88083584,4069251297
w,134220928,3078853109
r,381684864,
r,88083584,
r,100666496,
w,272637120,3620930053
w,37756096,2909801621
w,163585216,655653117
w,402660544,795495960
r,37756096,
r,163585216,
r,272637120,
w,37753280,3983718394
w,432017856,2718214449
w,205525440,3082039738
w,41947584,2295520538
r,432017856,
r,205525440,
r,37753280,
w,67116864,447874559
w,20979520,583935751
w,528490304,3967186254
w,385883968,390268377
r,20979520,
r,528490304,
r,67116864,
w,247469760,2876094162
w,318772928,3806940787
w,419436224,1899387683
w,79697600,832213872
r,318772928,
r,419436224,
r,247469760,
w,159389888,2259599023
w,121641152,3954162378
w,197138624,324277763
w,411048128,2748960666
r,121641152,
r,197138624,
r,159389888,
w,490741120,3663007890
w,100670848,502259392
w,100670848,3399782525
w,163585408,3505283727
r,100670848,
r,100670848,
r,490741120,
w,532682816,1828928477
w,331356224,4023884908
w,314579008,3625809162
w,524294208,2328157225
r,331356224,
r,314579008,
r,532682816,
w,289410304,3137884861
w,130026752,3756827500
w,201329920,3373459205
w,142609664,1602914072
r,130026752,
r,201329920,
r,289410304,
w,499125504,2573868410
w,322964736,2574535643
w,339741952,2997325265
w,465571072,1561904187
r,322964736,
r,339741952,
r,499125504,
w,402654336,187205331
w,29361280,681574266
w,75498624,4039051474
w,293602432,1309272905
r,29361280,
r,75498624,
r,402654336,
w,390076608,2515222569
w,268441792,4095838365
w,348133568,2787630777
w,423631040,203126022
r,268441792,
r,348133568,
r,390076608,
w,188750272,2595761767
w,528488896,2151833647
w,314579392,98250203
w,310385088,542697129
r,528488896,
r,314579392,
r,188750272,
w,33559232,2514061312
w,452989632,1973070246
w,528487104,2095065359
w,406852288,2464586489
r,452989632,
r,528487104,
r,33559232,
w,331353408,816728518
w,50335040,1170531983
w,373296448,887470987
w,306187584,2205645129
r,50335040,
r,373296448,
r,331353408,
w,251664128,3637459325
w,251664128,1516176783
w,432019200,3268616754
w,113252096,1002240721
r,251664128,
r,432019200,
r,251664128,
w,369100672,702152010
w,222300032,295972988
w,113248128,1701071297
w,423626624,3106550973
r,222300032,
r,113248128,
r,369100672,
w,180359232,4048978572
w,360714304,1494694834
w,348131392,2536544772
w,113250368,4147331058
r,360714304,
r,348131392,
r,180359232,
w,511709504,4161237011
w,197136704,3015345588
w,415240512,1140378361
w,163582272,1171713064
r,197136704,
r,415240512,
r,511709504,
w,473960576,1650817966
w,205525120,1042758734
w,452989056,1430379823
w,411046016,3106232746
r,205525120,
r,452989056,
r,473960576,
w,83890560,2040061112
w,109056384,3157479897
w,406851968,4258336519
w,444600704,54891114
r,109056384,
r,406851968,
r,83890560,
w,12583488,1361106381
w,58720832,665314455
w,171967040,3999288197
w,507511360,2763926868
r,58720832,
r,171967040,
r,12583488,
w,490737408,1513209810
w,184553216,2038967490
w,104861440,1931099518
w,306188032,34592123
r,184553216,
r,104861440,
r,490737408,
w,432016192,7240576
w,197135168,1691013234
w,394267456,3066626216
w,125832000,4006507360
r,197135168,
r,394267456,
r,432016192,
w,385880640,2855915314
w,423629376,1795583215
w,100667968,3802937437
w,37753408,2887055898
r,423629376,
r,100667968,
r,385880640,
w,499126528,2691196010
w,419434752,1234611562
w,176165120,3633449501
w,335548672,3460069063
r,419434752,
r,176165120,
r,499126528,
w,473958848,1039328602
w,490736064,963396018
w,37751232,4242943753
w,83888576,2562837048
r,490736064,
r,37751232,
r,473958848,
w,25173888,2963976985
w,272637824,1742880002
w,373301120,2300872719
w,511713152,2960556194
r,272637824,
r,373301120,
r,25173888,
w,469768128,3057836499
w,62920640,2404081968
w,184555456,1748001504
w,444602304,3777182741
r,62920640,
r,184555456,
r,469768128,
w,411048896,2792138466
w,205528000,532767769
w,335551424,1738339682
w,117447616,1893915748
r,205528000,
r,335551424,
r,411048896,
w,427825920,3780299228
w,75504384,822618665
w,373299968,3198228305
w,440408832,3709741446
r,75504384,
r,373299968,
r,427825920,
w,146805824,1740742293
w,524293184,3977113438
w,499127360,2980433168
w,356521024,4256406474
r,524293184,
r,499127360,
r,146805824,
w,197136000,3014277084
w,364908160,2963459647
w,322965120,251339432
w,12586624,3490211593
r,364908160,
r,322965120,
r,197136000,
w,247464128,2259314030
w,356516032,1003195466
w,113246400,777661071
w,272629952,1716694038
r,356516032,
r,113246400,
r,247464128,
w,150998720,1473753364
w,494931648,1373952057
w,146804416,3411128498
w,486543040,2303479672
r,494931648,
r,146804416,
r,150998720,
w,12586816,1023705598
w,406851392,3446004200
w,381685568,1759966871
w,29364032,4122899266
r,406851392,
r,381685568,
r,12586816,
w,92280768,1414511800
w,331356096,2805876977
w,188749760,3116430680
w,54532032,586328665
r,331356096,
r,188749760,
r,92280768,
w,352327488,1935478087
w,230692672,620704007
w,419436352,2895410777
w,188749632,3359395651
r,230692672,
r,419436352,
r,352327488,
w,310383872,3582737900
w,218109184,1681615398
w,37754112,3653270914
w,67114240,2414929469
r,218109184,
r,37754112,
r,310383872,
w,79693760,4271594987
w,520095680,2305753158
w,335546304,1394860985
w,33556416,1190066935
r,520095680,
r,335546304,
r,79693760,
w,50339584,3428135971
w,465575680,594565479
w,180363008,696607804
w,331357952,3812216076
r,465575680,
r,180363008,
r,50339584,
w,247464320,1943074712
w,373293440,3143805136
w,306184576,1569365652
w,176161152,3752998823
r,373293440,
r,306184576,
r,247464320,
w,243272320,16133712
w,159386240,3602412403
w,444598912,3883041101
w,121637504,1859491575
r,159386240,
r,444598912,
r,243272320,
w,247469824,3545691261
w,96474880,1856224418
w,163583744,665455967
w,289412864,1454411908
r,96474880,
r,163583744,
r,247469824,
w,163578752,437242077
w,419431296,2801514005
w,343933824,3584697351
w,12583808,1370861227
r,419431296,
r,343933824,
r,163578752,
w,104859456,1512303334
w,100665152,4115916659
w,322963264,1660499344
w,16779072,2951627805
r,100665152,
r,322963264,
r,104859456,
w,348128896,1356197830
w,503318144,1501840817
w,50333312,4009973922
w,285214336,364949655
r,503318144,
r,50333312,
r,348128896,
w,92280320,3080215656
w,272635392,3324014911
w,255858176,3435939577
w,520099328,1166692873
r,272635392,
r,255858176,
r,92280320,
w,276828096,1426974585
w,461377472,2913691988
w,125833152,85815060
w,146804672,2344095048
r,461377472,
r,125833152,
r,276828096,
w,520093952,2968334012
w,327155968,366182323
w,406847744,3919765714
w,222298368,1888032922
r,327155968,
r,406847744,
r,520093952,
w,515899584,2423097808
w,276824256,1148367265
w,461373632,3758271964
w,432013504,3346077707
r,276824256,
r,461373632,
r,515899584,
w,285213888,1656941745
w,243270848,1307419015
w,146801856,3813059497
w,96470208,1754828532
r,243270848,
r,146801856,
r,285213888,
w,142610752,1242884440
w,54530368,974217151
w,264245568,2018322457
w,276828480,2379684905
r,54530368,
r,264245568,
r,142610752,
w,8388800,2223706998
w,494928064,3083865891
w,461373632,2073920501
w,12583104,4291725939
r,494928064,
r,461373632,
r,8388800,
w,167773440,1627888280
w,524289280,1175421350
w,197133568,3546967965
w,343934208,3676627073
r,524289280,
r,197133568,
r,167773440,
w,159386176,1025804522
w,192940608,3027787520
w,79694400,1634805001
w,100665920,1583791911
r,192940608,
r,79694400,
r,159386176,
w,490735808,277063045
w,306186432,2616960349
w,96471232,118680487
w,432015552,4164995810
r,306186432,
r,96471232,
r,490735808,
w,205525504,4273877184
w,251662848,267634435
w,209719808,1203636388
w,33559040,2882637997
r,251662848,
r,209719808,
r,205525504,
w,184557120,2648537581
w,301997632,3328956067
w,268443200,4060397993
w,390078016,2561463086
r,301997632,
r,268443200,
r,184557120,
w,478151488,2160561325
w,293602112,97319156
w,310379328,1066424429
w,276824896,2082283341
r,293602112,
r,310379328,
r,478151488,
w,268439488,3679066848
w,146804672,840397275
w,33558464,2255465796
w,369102784,486141568
r,146804672,
r,33558464,
r,268439488,
w,222300288,3227005981
w,440404096,4021421112
w,264243328,3048501038
w,482347136,3085494186
r,440404096,
r,264243328,
r,222300288,
w,188748160,3503943898
w,222302592,615650117
w,184553856,800691644
w,293605760,936821709
r,222302592,
r,184553856,
r,188748160,
w,234886528,680895673
w,301995392,4082894166
w,222303616,3015430514
w,314578304,2077008970
r,301995392,
r,222303616,
r,234886528,
w,226493440,65618478
w,482345984,2351478586
w,377488384,4057957857
w,503317504,1554431396
r,482345984,
r,377488384,
r,226493440,
w,54531776,389097183
w,457184960,1722508109
w,41948864,2245435682
w,285218496,2503944834
r,457184960,
r,41948864,
r,54531776,
w,8390784,3902507683
w,4196480,3308149042
w,29362304,4014695164
w,281020544,2452262103
r,4196480,
r,29362304,
r,8390784,
w,205524224,2268376954
w,490736896,3466746620
w,411045120,4225622925
w,226495744,2257406008
r,490736896,
r,411045120,
r,205524224,
w,394265536,2852141539
w,163578816,36863980
w,96469952,4021385260
w,100664256,3117245293
r,163578816,
r,96469952,
r,394265536,
w,528484864,2508895303
w,301992448,1877522911
w,331352576,3476100310
w,121637376,1341696884
r,301992448,
r,331352576,
r,528484864,
w,197136704,1494112014
w,356520256,396976455
w,293605696,1754143977
w,79696192,2189181004
r,356520256,
r,293605696,
r,197136704,
w,8392000,3562043991
w,3392,2035898914
w,79695168,2439321289
w,335547712,1410644944
r,3392,
r,79695168,
r,8392000,
w,8395904,455266941
w,276831360,4215420814
w,29367424,1274922297
w,230694016,3470632090
r,276831360,
r,29367424,
r,8395904,
w,46139520,3394868931
w,385878144,657545198
w,109054080,4119707882
w,25168000,1461131396
r,385878144,
r,109054080,
r,46139520,
w,398460032,1102981372
w,285213824,2924758965
w,293602432,2082818541
w,499123328,839309609
r,285213824,
r,293602432,
r,398460032,
w,75499200,1363902598
w,184551104,60254252
w,96470720,3707151634
w,503318208,3139511707
r,184551104,
r,96470720,
r,75499200,
w,4224,53253388
w,88084608,1097336482
w,184553600,2521951097
w,524292224,1115469493
r,88084608,
r,184553600,
r,4224,
w,524295552,4272970864
w,239082880,1594674058
w,528489856,2824319301
w,201334144,3539467181
r,239082880,
r,528489856,
r,524295552,
w,310384064,2909079653
w,37754304,2076435233
w,104863168,2452163361
w,260052416,4083847745
r,37754304,
r,104863168,
r,310384064,
w,88080896,729581090
w,180355584,908362471
w,8389120,926527749
w,327156224,68718102
r,180355584,
r,8389120,
r,88080896,
w,297801344,2154375521
w,226498176,2980428653
w,264246912,1889049614
w,436213376,361696535
r,226498176,
r,264246912,
r,297801344,
w,448798336,2833394537
w,348135040,936045068
w,507518592,206820407
w,96476800,757991944
r,348135040,
r,507518592,
r,448798336,
w,461376896,3202114735
w,109055360,3411999035
w,310381952,1835640016
w,75500928,3066746593
r,109055360,
r,310381952,
r,461376896,
w,528483200,3007976611
w,511705984,2360128130
w,260047744,2128478929
w,184550272,879919524
r,511705984,
r,260047744,
r,528483200,
w,205527552,358601870
w,41949696,541097966
w,322968064,2863216384
w,218110464,2725600476
r,41949696,
r,322968064,
r,205527552,
w,473963840,3905978032
w,197139776,1567447569
w,197139776,756158881
w,322968896,663464905
r,197139776,
r,197139776,
r,473963840,
w,297802944,3128669319
w,301997248,82105162
w,419437760,2468524533
w,226499776,1092228991
r,301997248,
r,419437760,
r,297802944,
w,260053824,5443023
w,436214592,747552178
w,184556352,1816762654
w,515906368,1105962055
r,436214592,
r,184556352,
r,260053824,
w,528487232,2485535822
w,239080256,2912081492
w,499127104,3870867948
w,92279616,985731513
r,239080256,
r,499127104,
r,528487232,
w,322964672,2985856052
w,524291264,2728398572
w,222301376,316756913
w,222301376,1530940122
r,524291264,
r,222301376,
r,322964672,
w,79698496,2477922415
w,436214336,79396480
w,205527616,2148445468
w,520100416,3148114878
r,436214336,
r,205527616,
r,79698496,
w,369105344,33649693
w,54532544,2577943372
w,67115456,3473493840
w,490740160,2229412134
r,54532544,
r,67115456,
r,369105344,
w,293608192,2685404814
w,528489216,3828485880
w,209722112,2873529237
w,327162624,2609398371
r,528489216,
r,209722112,
r,293608192,
w,402659520,1342257089
w,310384832,2914115115
w,176167104,3889869754
w,79698112,2550371053
r,310384832,
r,176167104,
r,402659520,
w,285216384,3002137768
w,432017024,511404210
w,281022080,1065020383
w,482348672,1442109785
r,432017024,
r,281022080,
r,285216384,
w,490740416,1226247771
w,293608128,3164898519
w,167779008,1854955098
w,306191040,1809836202
r,293608128,
r,167779008,
r,490740416,
w,58721472,962738036
w,348128448,3213770987
w,188744896,94868903
w,130024640,2318352278
r,348128448,
r,188744896,
r,58721472,
w,482348800,1413617888
w,356519680,672100067
w,499126016,1359516167
w,171970304,2839435515
r,356519680,
r,499126016,
r,482348800,
w,494933760,3981625698
w,482350848,2528815604
w,285218560,1469682257
w,67114752,2813483529
r,482350848,
r,285218560,
r,494933760,
w,142614400,1635563437
w,314580864,3292699054
w,532684672,305721086
w,490741632,2789313142
r,314580864,
r,532684672,
r,142614400,
w,255852672,2224566589
w,532676736,985043988
w,239075456,1837417960
w,12583040,1460199249
r,532676736,
r,239075456,
r,255852672,
w,503320896,1211032595
w,511709504,2122143981
w,473960768,1893370393
w,448794944,1392616769
r,511709504,
r,473960768,
r,503320896,
w,109057024,1041037495
w,20976640,3613163969
w,239080448,433941778
w,520098816,1042435068
r,20976640,
r,239080448,
r,109057024,
w,515907328,2418809169
w,138419968,1979921024
w,335552256,2960649538
w,499130112,1007675000
r,138419968,
r,335552256,
r,515907328,
w,46142784,3419078241
w,276829504,1609922263
w,92280128,1631530105
w,494933312,2419104329
r,276829504,
r,92280128,
r,46142784,
w,293608128,1497642672
w,234887872,3717776191
w,20978368,145630361
w,67115712,3130670274
r,234887872,
r,20978368,
r,293608128,
w,394266816,3487550229
w,406849728,1486579001
w,415238336,1102289758
w,46139584,3215556758
r,406849728,
r,415238336,
r,394266816,
w,25173056,3376298258
w,281025600,2489200038
w,201333824,2194149689
w,318774336,2161238856
r,281025600,
r,201333824,
r,25173056,
w,41946816,3387712787
w,486543040,3293767251
w,88084160,3545867536
w,469765824,1346195234
r,486543040,
r,88084160,
r,41946816,
w,37750528,526737596
w,520095488,2117723066
w,255854336,3581738049
w,444598016,430220575
r,520095488,
r,255854336,
r,37750528,
w,171973952,1674511698
w,83893568,2513856402
w,394272064,1739404346
w,247471424,4083257941
r,83893568,
r,394272064,
r,171973952,
w,297796544,2905027580
w,247464896,3598094485
w,163578816,632446199
w,289407936,2539530614
r,247464896,
r,163578816,
r,297796544,
w,201334528,166486255
w,478158592,1033059744
w,281026304,3307904745
w,482352896,533922630
r,478158592,
r,281026304,
r,201334528,
w,448794176,1235114140
w,209718848,3410004136
w,100666944,1558635335
w,62918208,639879955
r,209718848,
r,100666944,
r,448794176,
w,444598848,1734988019
w,180357696,1230032183
w,264243776,2537191562
w,461376064,4259463008
r,180357696,
r,264243776,
r,444598848,
w,192938816,193873868
w,247464768,176128968
w,25166656,1465720830
w,54526784,2571256842
r,247464768,
r,25166656,
r,192938816,
w,272631936,1158860590
w,452987008,3112601968
w,511707264,2122021381
w,293603456,2389810546
r,452987008,
r,511707264,
r,272631936,
w,201334720,3941261059
w,222306240,2516551978
w,411049920,4228875734
w,461381568,1826608865
r,222306240,
r,411049920,
r,201334720,
w,482352448,2060170037
w,209722688,1837628412
w,318774592,3330169887
w,218111296,616148365
r,209722688,
r,318774592,
r,482352448,
w,167780288,751455383
w,281026496,1939086526
w,398467008,3649657324
w,138420160,539673333
r,281026496,
r,398467008,
r,167780288,
w,4201600,4128556335
w,130030720,3839894046
w,79699072,3908491396
w,369106048,3008255025
r,130030720,
r,79699072,
r,4201600,
w,62921024,1195722379
w,104864064,3262005174
w,398465344,596866275
w,54532416,412653969
r,104864064,
r,398465344,
r,62921024,
w,243271104,2546242581
w,499123648,3368677939
w,427820480,2115936630
w,180356544,1065595323
r,499123648,
r,427820480,
r,243271104,
w,79692992,1932091161
w,402654400,1191082907
w,373294272,4120885225
w,394265792,1706150476
r,402654400,
r,373294272,
r,79692992,
w,377493248,3678244315
w,109057792,1675836835
w,331355904,4266015017
w,390076160,3410087318
r,109057792,
r,331355904,
r,377493248,
w,209719104,1789641314
w,322965312,36254943
w,415240000,685668833
w,201330496,3986010134
r,322965312,
r,415240000,
r,209719104,
w,243270144,103916927
w,411042304,2845554842
w,8389120,387321568
w,465568256,3835300143
r,411042304,
r,8389120,
r,243270144,
w,490739008,2012250043
w,524293440,2401356758
w,155194688,2776876428
w,348132672,4206035115
r,524293440,
r,155194688,
r,490739008,
w,226492416,886124473
w,503316480,3191410459
w,104857600,1579416718
w,394264576,1319399875
r,503316480,
r,104857600,
r,226492416,
w,369103296,448275412
w,260051392,1690055360
w,142610880,163134692
w,230691264,1767493451
r,260051392,
r,142610880,
r,369103296,
w,356518336,1050951833
w,46139840,2954673165
w,25168320,2337582416
w,285215168,4010770002
r,46139840,
r,25168320,
r,356518336,
w,356520960,22370701
w,255857664,3563194467
w,356520960,158317984
w,260051968,3640471331
r,255857664,
r,356520960,
r,356520960,
w,138413760,2529268315
w,33556160,2032328602
w,33556160,2241547762
w,234882752,1764673920
r,33556160,
r,33556160,
r,138413760,
w,171972096,2901323704
w,146806272,847646842
w,218109440,773015550
w,507516416,3062833031
r,146806272,
r,218109440,
r,171972096,
w,251666112,3527333067
w,490741440,1709456723
w,83893952,989644902
w,515907264,3766322207
r,490741440,
r,83893952,
r,251666112,
w,104864448,1822134561
w,6848,4101430686
w,419437248,2196647633
w,192944832,546096718
r,6848,
r,419437248,
r,104864448,
w,415237504,2759632265
w,16778624,3909990714
w,490734976,2192067453
w,427820416,2012729854
r,16778624,
r,490734976,
r,415237504,
w,293603776,3565096007
w,285215168,1882734681
w,71305664,1071822243
w,41945536,384780287
r,285215168,
r,71305664,
r,293603776,
w,83892096,3383763710
w,205526912,338020043
w,251664256,2062981519
w,301995904,2107540850
r,205526912,
r,251664256,
r,83892096,
w,448791936,3439827036
w,339740032,435254236
w,71304576,1156290227
w,8390016,1463138277
r,339740032,
r,71304576,
r,448791936,
w,100667456,3820497582
w,222302272,1235899522
w,281022528,1920071750
w,100667456,3482748604
r,222302272,
r,281022528,
r,100667456,
w,297800000,685200042
w,452989248,3664384710
w,58724672,2458896831
w,109056320,911854357
r,452989248,
r,58724672,
r,297800000,
w,171969472,583150476
w,239078336,931510045
w,482347968,313742583
w,289409984,1629112116
r,239078336,
r,482347968,
r,171969472,
w,8389056,799530580
w,385876416,1130348552
w,503316928,2549077419
w,511705536,2815311398
r,385876416,
r,503316928,
r,8389056,
w,318773888,780679330
w,482351744,980934218
w,234887808,4019208550
w,511711872,795399462
r,482351744,
r,234887808,
r,318773888,
w,146806080,789771019
w,8394048,334705225
w,37754176,3006890986
w,243275072,2931851480
r,8394048,
r,37754176,
r,146806080,
w,100663872,3144453208
w,327156288,1023027204
w,452985408,1741295277
w,251658816,3543397936
r,327156288,
r,452985408,
r,100663872,
w,465575424,2930612490
w,130031104,708572219
w,29367808,2720261006
w,528489984,1180690353
r,130031104,
r,29367808,
r,465575424,
w,255858048,1883850832
w,62920064,1460892180
w,499127680,1846333896
w,335549824,3309894701
r,62920064,
r,499127680,
r,255858048,
w,419432512,989083763
w,352323648,1450466100
w,50333760,494953520
w,155191360,2916486034
r,352323648,
r,50333760,
r,419432512,
w,54529280,4198965702
w,452988160,3827933164
w,159386880,1338126656
w,247467264,137487029
r,452988160,
r,159386880,
r,54529280,
w,440405184,3261599206
w,364907712,3400961905
w,75500736,1836255655
w,29363392,3523692537
r,364907712,
r,75500736,
r,440405184,
w,360717440,545463845
w,331357312,1736572357
w,205528192,2586494610
w,528489600,3399684001
r,331357312,
r,205528192,
r,360717440,
w,511713152,3022556336
w,209723264,3311208165
w,188751744,1558020224
w,314580864,1500573519
r,209723264,
r,188751744,
r,511713152,
w,381682752,328489713
w,499123264,1596729092
w,62915648,1019768201
w,310379584,645083927
r,499123264,
r,62915648,
r,381682752,
w,230690048,1505684479
w,486542592,2121324922
w,125832448,2967551906
w,461376768,4097640611
r,486542592,
r,125832448,
r,230690048,
w,507518272,530081843
w,448798016,3006315799
w,524295488,1580643666
w,352329024,231908732
r,448798016,
r,524295488,
r,507518272,
w,75502208,953496624
w,520098432,561951498
w,180359808,95000434
w,50336384,3730816156
r,520098432,
r,180359808,
r,75502208,
w,192941632,377088317
w,411045440,898844934
w,507514432,1510564192
w,406851136,1920376217
r,411045440,
r,507514432,
r,192941632,
w,92278144,2776511467
w,159387008,1295040277
w,398462336,3311990360
w,461376896,2470970533
r,159387008,
r,398462336,
r,92278144,
w,41944704,487606979
w,507512448,670942921
w,12584576,1930250155
w,243271296,1767387316
r,507512448,
r,12584576,
r,41944704,
w,490738368,1013826057
w,322966208,2052694314
w,71307968,448854819
w,20976320,582694834
r,322966208,
r,71307968,
r,490738368,
w,281026304,3839518930
w,239083264,89986530
w,461381376,3138572360
w,239083264,1623330604
r,239083264,
